Concurso,Data,Dez1,Dez2,Dez3,Dez4,Dez5,Dez6,Mega,Quina,Quadra,PremioSena,PremioQuina,PremioQuadra,Cidade
1314,27/08/2011,38,42,44,52,58,60,0,122,7797,"R$0,00","R$27.514,75","R$615,03",
1315,31/08/2011,1,27,29,38,50,52,1,108,9003,"R$63.981.675,84","R$43.290,92","R$741,88",Aracaju SE
1316,03/09/2011,8,13,25,34,42,48,1,241,9757,"R$2.824.002,29","R$6.361,12","R$224,45",VINHEDO SP
1317,08/09/2011,6,13,29,30,35,37,0,67,5004,"R$0,00","R$17.952,11","R$343,38",
1318,10/09/2011,11,14,16,28,34,46,0,140,6962,"R$0,00","R$10.648,09","R$305,89",
1319,14/09/2011,4,5,16,18,27,51,0,103,7798,"R$0,00","R$17.148,38","R$323,57",
1320,17/09/2011,17,24,25,38,41,55,0,128,8496,"R$0,00","R$20.240,70","R$435,63",
1321,21/09/2011,10,47,51,53,59,60,1,128,11775,"R$31.071.213,53","R$24.303,54","R$377,41",PETRÓPOLIS RJ
1322,24/09/2011,10,21,43,47,53,55,0,54,3738,"R$0,00","R$27.567,36","R$568,92",
1323,28/09/2011,6,15,25,37,48,55,0,58,5387,"R$0,00","R$28.697,23","R$441,39",
1324,01/10/2011,18,29,31,44,51,57,0,86,5421,"R$0,00","R$23.149,62","R$524,64",
1325,05/10/2011,2,5,16,20,35,43,0,195,14090,"R$0,00","R$13.111,44","R$259,22",
1326,08/10/2011,10,11,18,19,30,50,0,179,13207,"R$0,00","R$17.249,11","R$333,97",
1327,13/10/2011,16,35,36,41,52,54,0,89,7175,"R$0,00","R$38.492,13","R$682,09",
1328,15/10/2011,10,23,27,43,53,59,1,213,14179,"R$45.390.782,32","R$16.945,58","R$363,65",Teresina PI
1329,19/10/2011,7,8,11,39,43,50,0,66,5244,"R$0,00","R$22.514,95","R$404,81",
1330,22/10/2011,8,18,21,30,48,49,0,76,6768,"R$0,00","R$34.525,57","R$553,85",
1331,26/10/2011,9,24,26,39,46,57,1,157,11461,"R$29.215.205,37","R$18.125,57","R$354,70",PEDRO CANÁRIO ES
1332,29/10/2011,3,5,13,24,35,59,1,150,10790,"R$2.963.357,08","R$10.724,53","R$212,98",BRASÍLIA DF
1333,03/11/2011,25,26,28,33,42,51,0,54,3893,"R$0,00","R$25.689,91","R$509,06",
1334,05/11/2011,1,6,8,10,25,27,0,392,16794,"R$0,00","R$4.246,20","R$141,59",
1335,09/11/2011,3,14,20,22,49,51,1,94,7457,"R$21.885.288,49","R$26.184,33","R$471,52",GOIÂNIA GO
1336,12/11/2011,1,32,38,47,51,54,1,38,3539,"R$3.086.420,09","R$44.091,72","R$676,33",BARBALHA CE
1337,16/11/2011,2,20,35,38,45,51,0,30,2680,"R$0,00","R$39.144,08","R$625,97",
1338,19/11/2011,1,18,19,33,43,60,1,102,6329,"R$5.448.452,03","R$17.484,40","R$402,54",SALVADOR BA
1339,23/11/2011,7,10,14,16,54,59,0,58,5087,"R$0,00","R$23.616,19","R$384,66",
1340,26/11/2011,13,21,30,36,59,60,0,71,6148,"R$0,00","R$29.502,90","R$486,73",
1341,30/11/2011,1,11,20,37,40,52,0,90,6566,"R$0,00","R$26.529,68","R$519,48",
1342,03/12/2011,5,7,42,46,50,60,0,102,8092,"R$0,00","R$27.452,98","R$494,35",
1343,07/12/2011,19,20,31,42,51,56,0,58,6113,"R$0,00","R$50.455,78","R$683,89",
1344,10/12/2011,8,19,21,36,42,59,3,236,13393,"R$12.497.169,80","R$14.632,94","R$368,35",ESTÂNCIA VELHA RS   FLORIANÓPOLIS SC   TAUBATÉ SP
1345,14/12/2011,7,17,19,26,40,50,0,74,6043,"R$0,00","R$28.067,82","R$491,00",
1346,17/12/2011,12,32,40,47,48,59,1,57,5205,"R$24.409.476,19","R$45.369,34","R$709,77",CURITIBA PR
1347,20/12/2011,9,19,45,46,54,56,0,38,2940,"R$0,00","R$24.020,82","R$443,53",
1348,22/12/2011,7,12,38,39,45,56,0,89,5009,"R$0,00","R$15.808,64","R$401,26",
1349,24/12/2011,9,19,20,50,51,60,1,168,7012,"R$7.099.412,95","R$9.132,18","R$312,56",JUIZ DE FORA MG
1350,31/12/2011,3,4,29,36,45,55,5,954,85582,"R$35.523.497,52","R$33.711,30","R$536,83",RUSSAS CE   BRASÍLIA DF   CARMO DO CAJURU MG   BELÉM PA   MAUÁ SP
1351,04/01/2012,13,33,36,41,50,56,0,34,3264,"R$0,00","R$35.012,63","R$521,02",
1352,07/01/2012,9,18,24,35,36,59,0,75,6632,"R$0,00","R$21.559,89","R$348,30",
1353,11/01/2012,3,11,13,27,32,47,1,161,10308,"R$8.311.160,99","R$10.586,03","R$236,20",SÃO LEOPOLDO RS
1354,14/01/2012,2,8,38,42,48,49,1,71,4842,"R$2.815.977,40","R$21.530,61","R$451,01",INDAIAL SC
1355,18/01/2012,11,17,24,39,46,49,0,133,6490,"R$0,00","R$12.427,32","R$363,81",
1356,21/01/2012,6,13,21,22,31,46,0,90,7070,"R$0,00","R$22.697,17","R$412,75",
1357,25/01/2012,1,19,24,26,52,55,0,116,6940,"R$0,00","R$17.572,17","R$419,59",
1358,28/01/2012,3,15,16,35,37,47,0,145,10440,"R$0,00","R$16.856,70","R$334,45",
1359,01/02/2012,6,10,12,17,28,53,0,254,13663,"R$0,00","R$10.009,69","R$265,83",
1360,04/02/2012,2,16,17,25,50,54,2,112,9880,"R$22.673.254,06","R$30.004,55","R$485,90",ARAPIRACA AL   ITAÚNA MG
1361,08/02/2012,23,27,30,37,38,44,0,38,3381,"R$0,00","R$36.490,98","R$585,90",
1362,11/02/2012,2,12,19,22,36,58,3,129,8825,"R$1.924.196,22","R$13.542,90","R$282,80",VITÓRIA ES   AMERICANA SP   SÃO PAULO SP
1363,15/02/2012,25,35,42,45,52,57,0,36,2744,"R$0,00","R$36.166,13","R$677,83",
1364,18/02/2012,10,13,20,40,44,53,0,60,4436,"R$0,00","R$26.450,47","R$511,08",
1365,22/02/2012,2,24,26,32,35,50,0,52,3368,"R$0,00","R$23.397,34","R$516,05",
1366,25/02/2012,12,27,37,44,54,59,1,124,7974,"R$22.902.720,55","R$19.590,46","R$435,20",CUIABÁ MT
1367,01/03/2012,2,7,13,29,38,43,0,111,6443,"R$0,00","R$9.193,08","R$226,25",
1368,03/03/2012,10,21,26,29,32,38,1,34,4447,"R$4.873.830,43","R$47.804,75","R$522,13",MORRETES PR
1369,07/03/2012,5,16,24,32,38,46,0,195,7636,"R$0,00","R$6.509,72","R$237,48",
1370,10/03/2012,2,4,5,27,49,59,2,115,9979,"R$7.499.281,75","R$18.434,86","R$303,49",SALVADOR BA
1371,14/03/2012,3,4,8,11,47,49,0,101,7421,"R$0,00","R$12.265,25","R$238,47",
1372,17/03/2012,3,36,40,46,58,60,0,48,4069,"R$0,00","R$34.817,31","R$586,74",
1373,21/03/2012,7,27,39,52,55,57,1,73,6082,"R$8.520.148,41","R$23.495,92","R$402,87",IPATINGA MG
1374,24/03/2012,6,21,28,31,33,43,0,32,3575,"R$0,00","R$44.298,35","R$566,45",
1375,28/03/2012,14,25,28,45,53,58,2,121,7136,"R$7.822.077,02","R$16.066,97","R$389,19",FOZ DO IGUAÇU PR   SÃO PAULO SP
1376,31/03/2012,9,11,21,49,53,54,0,57,4091,"R$0,00","R$25.317,58","R$503,92",
1377,04/04/2012,2,5,12,13,25,35,1,175,12352,"R$5.600.981,17","R$9.128,17","R$184,75",RIO DE JANEIRO RJ
1378,07/04/2012,2,5,17,18,54,59,0,74,5614,"R$0,00","R$15.789,08","R$297,31",
1379,11/04/2012,5,12,36,45,50,58,0,61,5455,"R$0,00","R$24.980,79","R$399,06",
1380,14/04/2012,3,14,52,55,57,60,0,100,6994,"R$0,00","R$23.424,79","R$478,46",
1381,18/04/2012,11,27,30,40,44,57,1,109,7087,"R$22.817.234,34","R$23.177,49","R$509,25",SÃO PAULO SP
1382,20/04/2012,5,13,16,17,27,55,0,70,6131,"R$0,00","R$14.068,17","R$229,45",
1383,25/04/2012,7,9,23,44,46,55,0,106,6224,"R$0,00","R$14.064,76","R$342,19",
1384,28/04/2012,2,18,30,31,45,56,2,56,5010,"R$4.030.007,03","R$33.924,99","R$541,71",LONDRINA PR   SÃO CAETANO DO SUL SP
1385,02/05/2012,27,35,36,37,42,59,1,52,4170,"R$13.402.970,05","R$28.177,29","R$501,95",ITATIBA SP
1386,05/05/2012,12,28,38,39,51,56,0,27,3462,"R$0,00","R$54.363,88","R$605,68",
1387,09/05/2012,18,27,32,43,50,52,0,47,3492,"R$0,00","R$34.677,09","R$666,75",
1388,12/05/2012,22,29,31,43,50,54,0,48,4047,"R$0,00","R$42.785,64","R$724,95",
1389,16/05/2012,1,16,28,39,44,57,1,146,7397,"R$13.488.668,85","R$14.870,28","R$419,29",CORRENTE PI
1390,19/05/2012,4,19,27,28,29,31,2,149,7924,"R$6.920.519,93","R$13.356,03","R$358,77",FORTALEZA CE   CORUMBÁ MS
1391,23/05/2012,7,12,19,34,40,53,0,74,5293,"R$0,00","R$17.006,16","R$339,65",
1392,26/05/2012,2,8,12,28,33,43,0,116,8651,"R$0,00","R$14.023,20","R$268,62",
1393,30/05/2012,4,18,24,28,39,44,1,86,5717,"R$8.139.697,37","R$17.831,94","R$383,20",GOVERNADOR VALADARES MG
1394,02/06/2012,11,16,24,35,46,50,0,32,4092,"R$0,00","R$45.243,54","R$505,44",
1395,06/06/2012,5,11,17,19,44,48,0,245,13657,"R$0,00","R$8.770,07","R$224,75",
1396,09/06/2012,29,48,52,54,55,58,0,44,4577,"R$0,00","R$51.823,24","R$711,70",
1397,13/06/2012,3,4,7,15,27,56,0,249,18115,"R$0,00","R$11.336,06","R$222,59",
1398,16/06/2012,14,32,33,40,42,51,0,75,7149,"R$0,00","R$43.777,11","R$656,09",
1399,20/06/2012,34,39,43,56,57,60,2,648,9834,"R$19.136.470,53","R$5.950,16","R$560,11",JARAGUÁ GO   CURITIBA PR
1400,23/06/2012,9,26,34,43,53,54,0,72,6208,"R$0,00","R$30.435,06","R$504,26",
1401,27/06/2012,11,12,25,33,48,54,1,233,11965,"R$25.157.779,26","R$10.387,41","R$288,96",NAVIRAÍ MS
1402,30/06/2012,2,9,10,21,27,38,0,101,7929,"R$0,00","R$15.262,45","R$277,73",
1403,04/07/2012,13,16,20,26,39,42,0,95,6176,"R$0,00","R$19.010,85","R$417,75",
1404,07/07/2012,7,8,27,31,32,51,0,88,7470,"R$0,00","R$25.404,89","R$427,54",
1405,11/07/2012,3,14,17,32,37,39,1,315,15516,"R$27.622.910,73","R$9.536,48","R$276,58",CURITIBA PR
1406,14/07/2012,7,10,17,24,38,57,0,134,9133,"R$0,00","R$12.809,17","R$268,48",
1407,18/07/2012,18,29,31,42,43,53,0,53,3583,"R$0,00","R$34.598,18","R$731,11",
1408,21/07/2012,4,19,20,24,39,43,0,118,8075,"R$0,00","R$19.353,93","R$404,02",
1409,25/07/2012,6,19,26,47,50,58,0,96,6846,"R$0,00","R$25.376,40","R$508,35",
1410,28/07/2012,18,29,40,42,50,54,0,70,6917,"R$0,00","R$48.372,46","R$699,32",
1411,01/08/2012,8,12,32,44,46,48,2,360,21016,"R$21.505.646,36","R$12.795,43","R$313,11",ARAUCÁRIA PR   SÃO BERNARDO DO CAMPO SP
1412,04/08/2012,6,8,24,37,41,45,1,103,6893,"R$3.288.513,09","R$17.331,97","R$369,98",COLATINA ES
1413,07/08/2012,13,15,33,45,54,55,0,70,3887,"R$0,00","R$12.672,64","R$326,02",
1414,09/08/2012,21,37,44,46,49,57,0,36,3349,"R$0,00","R$41.848,78","R$642,64",
1415,11/08/2012,26,36,40,46,49,51,0,39,3766,"R$0,00","R$61.075,63","R$903,55",
1416,15/08/2012,3,19,22,24,35,49,2,206,14457,"R$14.192.091,49","R$14.477,96","R$294,71",BRASÍLIA DF   ESTRELA DO NORTE SP
1417,18/08/2012,5,12,45,52,56,59,4,83,6383,"R$773.932,30","R$20.247,46","R$376,11",NOVA GLÓRIA GO   CORONEL FABRICIANO MG   BOM PRINCÍPIO RS   GUARULHOS SP
1418,22/08/2012,7,8,10,12,27,56,0,188,11107,"R$0,00","R$7.637,07","R$184,66",
1419,25/08/2012,17,21,30,48,52,58,0,56,3828,"R$0,00","R$32.191,40","R$672,75",
1420,29/08/2012,2,11,16,18,36,45,0,129,9189,"R$0,00","R$18.723,93","R$375,50",
1421,01/09/2012,19,31,39,44,53,59,1,142,8046,"R$27.700.609,77","R$20.561,45","R$518,39",SÃO PAULO SP
1422,05/09/2012,2,5,13,17,39,44,1,250,12007,"R$2.662.243,82","R$5.780,87","R$171,94",CAÇAPAVA SP
1423,08/09/2012,3,8,21,25,27,43,3,187,8340,"R$729.819,96","R$6.355,96","R$203,59",MANAUS AM   JABOATÃO DOS GUARARAPES PE   MAUÁ SP
1424,12/09/2012,3,7,15,29,38,60,0,83,6625,"R$0,00","R$16.458,38","R$294,56",
1425,15/09/2012,7,16,29,36,38,50,1,82,6460,"R$17.534.538,97","R$27.866,19","R$505,31",RIO DE JANEIRO RJ
1426,19/09/2012,6,15,18,24,30,44,0,67,5957,"R$0,00","R$19.687,18","R$316,32",
1427,22/09/2012,8,39,44,47,53,56,0,73,4824,"R$0,00","R$23.322,46","R$504,18",
1428,26/09/2012,7,15,19,34,37,55,1,204,9777,"R$8.826.040,59","R$8.674,99","R$258,58",RECIFE PE
1429,29/09/2012,9,12,22,39,48,60,0,59,4805,"R$0,00","R$25.259,36","R$443,08",
1430,03/10/2012,2,19,22,30,46,52,0,87,6685,"R$0,00","R$26.310,37","R$489,15",
1431,06/10/2012,5,9,13,33,40,54,0,278,17721,"R$0,00","R$10.435,48","R$233,86",
1432,10/10/2012,16,24,25,42,45,59,0,124,10268,"R$0,00","R$24.792,19","R$427,71",
1433,13/10/2012,4,13,14,40,46,52,1,124,9358,"R$33.905.517,49","R$26.342,96","R$498,66",VIÇOSA DO CEARÁ CE
1434,17/10/2012,3,18,22,34,55,58,2,116,6335,"R$1.352.380,47","R$12.657,75","R$331,10",LUIZ ALVES SC   Ribeirão Preto SP
1435,20/10/2012,4,15,45,47,50,52,0,93,6915,"R$0,00","R$26.165,43","R$502,71",
1436,24/10/2012,1,13,23,24,30,57,0,127,9275,"R$0,00","R$21.218,15","R$415,04",
1437,27/10/2012,22,23,26,37,38,48,0,107,8856,"R$0,00","R$33.311,44","R$574,96",
1438,31/10/2012,7,14,31,33,36,49,2,712,19524,"R$19.240.377,33","R$5.654,86","R$294,60",SÃO PAULO SP
1439,03/11/2012,2,34,35,42,43,55,0,45,3961,"R$0,00","R$32.387,25","R$525,63",
1440,07/11/2012,2,6,28,36,51,56,1,148,11068,"R$24.405.605,10","R$19.463,78","R$371,81",RIALMA GO
1441,10/11/2012,17,29,36,38,53,56,0,66,5471,"R$0,00","R$26.165,75","R$450,93",
1442,14/11/2012,12,13,20,30,34,49,0,80,6274,"R$0,00","R$25.198,19","R$459,00",
1443,17/11/2012,12,20,32,48,52,54,0,72,5984,"R$0,00","R$29.228,38","R$502,39",
1444,21/11/2012,2,5,27,28,48,55,0,175,11165,"R$0,00","R$13.021,24","R$291,56",
1445,24/11/2012,5,19,32,41,49,58,1,133,10497,"R$33.883.410,57","R$25.183,96","R$455,83",ARAXÁ MG
1446,28/11/2012,6,13,24,32,40,51,1,87,5521,"R$2.639.040,77","R$16.466,92","R$370,69",RIBEIRÃO PIRES SP
1447,01/12/2012,1,19,28,33,39,41,0,51,4339,"R$0,00","R$32.040,96","R$538,00",
1448,05/12/2012,1,25,29,36,56,60,0,83,6212,"R$0,00","R$21.898,01","R$417,97",
1449,08/12/2012,2,6,18,30,52,56,0,116,8481,"R$0,00","R$18.517,69","R$361,82",
1450,12/12/2012,26,27,31,38,44,45,0,88,7146,"R$0,00","R$30.888,14","R$543,39",
1451,15/12/2012,2,10,11,33,52,57,0,164,12868,"R$0,00","R$19.191,54","R$349,41",
1452,18/12/2012,2,14,28,50,57,58,0,60,5878,"R$0,00","R$36.504,89","R$532,32",
1453,20/12/2012,6,13,25,32,47,57,0,282,14237,"R$0,00","R$10.734,25","R$303,74",
1454,22/12/2012,4,27,29,41,48,52,0,144,11007,"R$0,00","R$23.883,32","R$446,36",
1455,31/12/2012,14,32,33,36,41,52,3,1368,113258,"R$81.594.699,72","R$27.413,18","R$473,01",APARECIDA DE GOIÂNIA GO   FRANCA SP   SÃO PAULO SP
1456,02/01/2013,6,8,14,26,36,40,0,24,2685,"R$0,00","R$29.713,02","R$379,41",
1457,05/01/2013,15,16,34,42,46,59,0,96,6867,"R$0,00","R$18.748,79","R$374,43",
1458,09/01/2013,2,4,16,33,44,51,0,134,9515,"R$0,00","R$15.358,12","R$308,98",
1459,12/01/2013,2,6,30,34,35,52,1,147,11563,"R$13.246.202,09","R$17.821,85","R$323,66",LAGES SC
1460,16/01/2013,4,14,27,38,50,52,0,103,7074,"R$0,00","R$20.925,78","R$435,26",
1461,19/01/2013,31,36,44,47,49,54,0,99,6683,"R$0,00","R$27.077,55","R$573,02",
1462,23/01/2013,5,9,25,27,38,40,1,392,12264,"R$22.470.803,48","R$7.251,21","R$331,10",SÃO PAULO SP
1463,26/01/2013,13,22,28,29,40,48,0,46,4520,"R$0,00","R$35.283,98","R$512,97",
1464,30/01/2013,2,24,32,50,54,59,0,76,5570,"R$0,00","R$23.495,23","R$457,97",
1465,02/02/2013,6,11,16,26,44,53,0,117,7939,"R$0,00","R$23.295,61","R$490,45",
1466,06/02/2013,4,6,13,34,37,51,1,213,15287,"R$29.873.254,83","R$14.617,47","R$290,95",RIO DE JANEIRO RJ
1467,09/02/2013,23,24,26,41,52,53,1,75,3925,"R$3.097.080,96","R$22.416,97","R$611,92",CONTAGEM MG
1468,13/02/2013,1,2,10,19,20,37,1,179,6493,"R$1.542.491,77","R$4.677,95","R$184,23",VOLTA REDONDA RJ
1469,16/02/2013,4,13,35,54,56,58,0,105,6920,"R$0,00","R$15.231,81","R$330,16",
1470,20/02/2013,2,34,36,38,51,55,2,172,9203,"R$9.438.162,39","R$13.889,98","R$370,85",IÚNA ES   CÓRREGO NOVO MG
1471,23/02/2013,10,25,33,36,40,58,0,92,5159,"R$0,00","R$17.770,13","R$452,70",
1472,27/02/2013,12,18,23,25,45,50,0,130,7002,"R$0,00","R$13.563,89","R$359,75",
1473,02/03/2013,2,12,33,57,58,60,0,121,8300,"R$0,00","R$18.428,91","R$383,80",
1474,06/03/2013,1,2,3,11,28,43,1,158,11838,"R$14.742.572,93","R$15.031,99","R$286,61",ALTO PARNAÍBA MA
1475,09/03/2013,12,13,37,44,48,51,1,111,9065,"R$16.179.244,60","R$20.277,36","R$354,70",COTIA SP
1476,13/03/2013,4,10,26,37,47,57,0,58,4681,"R$0,00","R$25.819,12","R$457,01",
1477,16/03/2013,3,4,46,50,56,59,0,58,4036,"R$0,00","R$33.527,40","R$688,30",
1478,20/03/2013,10,27,37,40,47,55,0,56,4924,"R$0,00","R$35.716,33","R$580,28",
1479,23/03/2013,21,48,50,54,57,60,0,59,5006,"R$0,00","R$40.564,43","R$682,98",
1480,27/03/2013,9,14,21,26,36,52,1,151,11395,"R$31.618.202,79","R$19.792,67","R$374,68",TERESÓPOLIS RJ
1481,30/03/2013,17,27,28,40,44,55,0,46,3154,"R$0,00","R$28.132,97","R$586,15",
1482,03/04/2013,6,9,11,34,41,53,0,79,5433,"R$0,00","R$20.782,22","R$431,69",
1483,06/04/2013,1,35,39,53,55,56,0,53,4817,"R$0,00","R$38.750,70","R$609,08",
1484,10/04/2013,17,20,24,29,49,53,0,85,7114,"R$0,00","R$25.680,65","R$438,34",
1485,13/04/2013,4,27,30,36,54,59,0,212,12408,"R$0,00","R$14.575,86","R$355,77",
1486,17/04/2013,1,6,10,34,40,54,1,174,12128,"R$37.137.524,71","R$20.176,24","R$413,52",LONDRINA PR
1487,20/04/2013,4,9,17,23,28,53,0,198,9593,"R$0,00","R$8.062,23","R$237,72",
1488,24/04/2013,4,22,25,38,45,51,1,144,7105,"R$6.092.267,98","R$11.881,33","R$344,00",HORTOLÂNDIA SP
1489,27/04/2013,1,15,24,26,28,48,1,86,5462,"R$2.867.241,35","R$18.098,87","R$407,09",CAMPO GRANDE MS
1490,02/05/2013,1,3,31,32,43,52,0,73,4902,"R$0,00","R$26.934,64","R$573,01",
1491,04/05/2013,6,26,45,50,56,60,0,74,5450,"R$0,00","R$31.442,92","R$609,90",
1492,08/05/2013,4,9,18,44,46,48,1,232,12719,"R$26.460.707,33","R$12.349,72","R$321,80",NEPOMUCENO MG
1493,11/05/2013,7,12,24,27,30,49,2,137,9075,"R$1.471.764,39","R$11.663,62","R$251,54",SALVADOR BA   CAMPINAS SP
1494,15/05/2013,2,14,24,28,35,50,0,68,5746,"R$0,00","R$20.542,92","R$347,30",
1495,18/05/2013,4,13,14,44,49,57,0,140,9828,"R$0,00","R$16.899,84","R$343,91",
1496,22/05/2013,14,18,28,41,47,54,0,106,8337,"R$0,00","R$25.446,39","R$462,19",
1497,25/05/2013,4,5,7,27,45,58,0,252,17540,"R$0,00","R$11.685,01","R$239,82",
1498,29/05/2013,6,11,27,40,46,49,0,237,14820,"R$0,00","R$14.636,95","R$334,38",
1499,01/06/2013,8,22,26,33,37,54,1,295,18276,"R$43.036.617,07","R$13.922,29","R$321,03",PEDRA PRETA MT
1500,05/06/2013,10,18,31,43,57,59,1,81,7055,"R$22.610.179,37","R$30.598,43","R$501,86",MIRANTE DO PARANAPANEMA SP
1501,08/06/2013,1,7,13,29,37,54,1,238,11210,"R$3.144.718,24","R$7.172,83","R$217,55",Uruara PA
1502,12/06/2013,6,22,43,51,52,57,0,48,3580,"R$0,00","R$31.688,04","R$606,95",
1503,15/06/2013,3,4,16,22,36,42,0,111,8448,"R$0,00","R$16.427,17","R$308,34",
1504,19/06/2013,2,10,12,30,41,42,0,74,5957,"R$0,00","R$25.045,42","R$444,46",
1505,22/06/2013,1,2,6,9,16,32,0,263,15199,"R$0,00","R$9.151,90","R$226,23",
1506,26/06/2013,3,14,18,34,42,49,0,182,10892,"R$0,00","R$13.681,20","R$326,58",
1507,29/06/2013,24,46,50,51,52,56,0,93,7021,"R$0,00","R$34.293,63","R$648,93",
1508,03/07/2013,17,18,30,35,39,58,2,115,10276,"R$21.168.975,92","R$33.054,59","R$528,45",TERESÓPOLIS RJ   SÃO PAULO SP
1509,06/07/2013,1,6,27,46,51,59,0,71,5633,"R$0,00","R$22.607,95","R$407,08",
1510,10/07/2013,1,8,17,44,46,53,1,95,9101,"R$22.933.056,04","R$24.874,70","R$370,93",PONTA GROSSA PR
1511,13/07/2013,4,8,17,29,31,45,0,138,7658,"R$0,00","R$11.883,51","R$305,92",
1512,17/07/2013,11,28,35,42,46,58,0,94,5874,"R$0,00","R$19.009,23","R$434,57",
1513,20/07/2013,17,28,31,56,57,58,0,44,4837,"R$0,00","R$47.603,75","R$618,61",
1514,24/07/2013,16,17,23,42,59,60,1,66,6219,"R$14.061.405,08","R$31.999,66","R$485,14",TOLEDO PR
1515,27/07/2013,4,13,14,18,49,59,1,111,8567,"R$15.200.594,63","R$17.732,26","R$328,21",SAPUCAIA DO SUL RS
1516,31/07/2013,4,18,20,34,45,60,1,56,3946,"R$2.581.185,45","R$25.021,69","R$507,28",NOVO PROGRESSO PA
1517,03/08/2013,7,17,38,45,52,56,0,60,5366,"R$0,00","R$25.710,14","R$410,68",
1518,06/08/2013,8,9,28,41,48,55,0,28,2892,"R$0,00","R$36.256,85","R$501,47",
1519,08/08/2013,5,6,15,23,56,59,0,72,5886,"R$0,00","R$21.543,33","R$376,46",
1520,10/08/2013,7,31,35,36,46,48,0,43,5886,"R$0,00","R$53.442,81","R$557,74",
1521,14/08/2013,11,14,18,30,33,39,1,134,9266,"R$25.313.774,00","R$19.657,33","R$406,10",NOVA IGUAÇU RJ
1522,17/08/2013,5,8,23,32,33,56,0,93,6765,"R$0,00","R$16.446,20","R$322,98",
1523,21/08/2013,22,25,31,39,41,44,0,61,4254,"R$0,00","R$27.846,83","R$570,44",
1524,24/08/2013,2,12,40,46,52,53,0,53,4637,"R$0,00","R$38.596,27","R$630,21",
1525,28/08/2013,2,26,30,35,46,54,0,67,6260,"R$0,00","R$36.863,34","R$563,63",
1526,31/08/2013,10,16,28,47,51,59,1,149,10735,"R$31.746.274,15","R$20.637,37","R$409,20",SÃO PAULO SP
1527,04/09/2013,16,32,36,42,44,48,0,92,5439,"R$0,00","R$14.866,46","R$359,23",
1528,06/09/2013,4,13,15,19,36,58,0,101,7347,"R$0,00","R$12.591,67","R$247,28",
1529,11/09/2013,11,15,17,34,35,49,1,75,6622,"R$8.144.582,40","R$23.758,30","R$384,40",CAMPINA GRANDE DO SUL PR
1530,14/09/2013,10,16,28,33,48,53,2,138,9644,"R$7.800.140,92","R$15.973,07","R$326,52",GUARULHOS SP   Ribeirão Preto SP
1531,18/09/2013,12,13,24,41,42,44,0,108,5944,"R$0,00","R$12.777,02","R$331,64",
1532,21/09/2013,2,11,23,31,42,44,3,91,5676,"R$1.934.416,36","R$19.455,14","R$445,58",PONTA PORÃ MS   SÃO PAULO SP
1533,25/09/2013,13,21,29,34,47,57,0,89,5659,"R$0,00","R$15.085,80","R$338,93",
1534,28/09/2013,1,12,28,29,34,48,1,89,6196,"R$5.734.618,57","R$19.892,61","R$408,19",ITALVA RJ
1535,02/10/2013,8,9,25,41,54,55,0,63,6058,"R$0,00","R$30.780,52","R$457,28",
1536,05/10/2013,13,18,29,32,50,58,0,89,7408,"R$0,00","R$27.340,47","R$469,24",
1537,09/10/2013,6,10,33,50,51,56,1,209,11870,"R$23.232.379,04","R$13.956,16","R$351,04",VITÓRIA ES
1538,11/10/2013,23,27,35,52,53,57,1,132,5238,"R$2.163.459,28","R$8.897,35","R$320,31",RIBEIRÃOZINHO MT
1539,16/10/2013,8,10,20,26,49,58,0,53,4366,"R$0,00","R$27.254,69","R$472,64",
1540,19/10/2013,3,17,27,32,47,54,0,299,14429,"R$0,00","R$8.340,81","R$246,91",
1541,23/10/2013,5,24,37,44,49,58,0,205,12026,"R$0,00","R$13.154,60","R$320,34",
1542,26/10/2013,7,11,12,30,39,57,0,154,11783,"R$0,00","R$20.868,02","R$389,62",
1543,30/10/2013,7,15,20,23,30,41,0,182,13138,"R$0,00","R$21.370,06","R$422,91",
1544,01/11/2013,2,21,30,35,45,50,0,152,10385,"R$0,00","R$26.624,88","R$556,70",
1545,06/11/2013,4,6,11,24,45,48,1,680,45410,"R$80.499.108,16","R$13.845,79","R$296,19",MAUÁ SP
1546,09/11/2013,4,17,38,44,53,60,0,100,6673,"R$0,00","R$17.358,44","R$371,61",
1547,13/11/2013,2,9,10,18,21,28,1,227,11559,"R$6.867.422,89","R$8.776,15","R$246,21",RECIFE PE
1548,16/11/2013,19,41,42,44,47,54,0,45,3429,"R$0,00","R$31.037,69","R$581,88",
1549,20/11/2013,10,12,16,20,32,53,1,66,6564,"R$5.772.796,80","R$26.319,82","R$378,05",LONDRINA PR
1550,23/11/2013,9,13,21,27,36,56,1,229,14109,"R$23.634.735,21","R$11.349,56","R$263,16",MONTANHA ES
1551,27/11/2013,2,15,19,21,23,38,1,131,7631,"R$2.820.316,51","R$11.687,25","R$286,61",BOA VISTA RR
1552,30/11/2013,7,18,24,26,39,46,0,122,7839,"R$0,00","R$13.693,19","R$304,44",
1553,04/12/2013,20,21,22,29,46,60,0,48,3788,"R$0,00","R$39.092,63","R$707,66",
1554,07/12/2013,30,32,49,50,52,53,0,60,4098,"R$0,00","R$37.772,91","R$790,06",
1555,11/12/2013,2,5,23,33,52,59,0,167,13033,"R$0,00","R$16.791,74","R$307,37",
