Concurso,Data,Dez1,Dez2,Dez3,Dez4,Dez5,Dez6,Mega,Quina,Quadra,PremioSena,PremioQuina,PremioQuadra,Cidade
2151,15/05/2019,2,14,18,29,36,38,0,80,5236,"R$0,00","R$23.556,59","R$514,16",
2152,18/05/2019,26,29,36,49,50,59,0,28,2420,"R$0,00","R$77.547,60","R$1.281,77",
2153,22/05/2019,8,13,28,31,32,33,1,127,6356,"R$11.825.289,36","R$18.610,89","R$531,23",ARAMINA SP
2154,25/05/2019,7,25,41,47,50,53,0,36,2951,"R$0,00","R$49.285,49","R$858,92",
2155,29/05/2019,2,6,27,37,44,47,0,91,6630,"R$0,00","R$34.590,53","R$678,24",
2156,01/06/2019,1,6,23,26,39,49,0,91,7556,"R$0,00","R$40.927,21","R$704,14",
2157,05/06/2019,31,33,34,35,39,48,0,188,8779,"R$0,00","R$21.377,17","R$653,98",
2158,08/06/2019,9,27,35,45,46,59,0,109,8855,"R$0,00","R$42.724,12","R$751,29",
2159,12/06/2019,14,26,35,38,45,53,0,170,9781,"R$0,00","R$27.678,48","R$687,24",
2160,15/06/2019,1,19,46,47,49,53,0,116,9486,"R$0,00","R$49.024,59","R$856,42",
2161,19/06/2019,8,9,10,24,42,44,1,255,15769,"R$124.209.628,25","R$22.718,64","R$524,83",OSASCO SP
2162,22/06/2019,11,16,22,30,34,42,0,35,2763,"R$0,00","R$44.279,94","R$801,30",
2163,26/06/2019,8,18,20,24,36,45,0,75,4758,"R$0,00","R$23.088,84","R$519,92",
2164,29/06/2019,16,17,25,47,48,58,0,51,3431,"R$0,00","R$43.294,26","R$919,35",
2165,03/07/2019,5,37,43,49,54,56,1,113,8189,"R$35.218.398,02","R$26.216,82","R$516,80",SÃO PAULO SP
2166,06/07/2019,3,19,34,44,56,58,0,44,3749,"R$0,00","R$39.121,73","R$655,92",
2167,09/07/2019,27,37,38,43,45,54,0,37,1971,"R$0,00","R$28.747,30","R$770,92",
2168,11/07/2019,1,4,25,27,29,37,1,66,4054,"R$8.177.021,67","R$25.059,82","R$582,82",Curitiba PR
2169,13/07/2019,7,34,45,51,54,59,0,18,2145,"R$0,00","R$77.574,63","R$929,96",
2170,17/07/2019,10,21,24,36,38,51,0,79,4697,"R$0,00","R$28.962,87","R$695,90",
2171,20/07/2019,12,13,19,36,44,55,1,118,7127,"R$21.978.571,91","R$23.023,47","R$544,56",SÃO PAULO SP
2172,24/07/2019,9,24,28,37,43,57,0,73,3356,"R$0,00","R$19.687,16","R$611,76",
2173,27/07/2019,2,9,42,44,48,50,0,51,3884,"R$0,00","R$35.892,64","R$673,28",
2174,31/07/2019,10,15,34,36,56,60,0,52,3892,"R$0,00","R$38.251,95","R$730,10",
2175,03/08/2019,7,25,32,43,53,55,0,73,5485,"R$0,00","R$39.289,03","R$746,99",
2176,06/08/2019,8,23,25,39,43,44,1,61,4688,"R$30.505.746,02","R$32.544,44","R$604,95",RIO DE JANEIRO RJ
2177,08/08/2019,9,11,14,31,48,51,0,49,2338,"R$0,00","R$26.809,19","R$802,67",
2178,10/08/2019,2,16,21,42,50,56,0,25,2304,"R$0,00","R$63.031,11","R$977,04",
2179,14/08/2019,2,13,24,35,50,54,0,55,4563,"R$0,00","R$34.715,39","R$597,77",
2180,17/08/2019,10,12,16,21,28,38,0,95,6869,"R$0,00","R$28.276,52","R$558,67",
2181,21/08/2019,1,8,19,33,36,48,0,138,8329,"R$0,00","R$19.778,72","R$468,15",
2182,24/08/2019,19,22,39,46,47,59,0,66,5179,"R$0,00","R$46.519,40","R$846,90",
2183,28/08/2019,13,26,30,34,43,51,0,74,6087,"R$0,00","R$42.642,36","R$740,57",
2184,31/08/2019,15,36,45,51,52,59,0,64,5158,"R$0,00","R$55.232,15","R$979,02",
2185,04/09/2019,9,18,19,22,42,47,0,115,9835,"R$0,00","R$36.432,16","R$608,56",
2186,09/09/2019,12,18,19,27,41,46,0,131,11409,"R$0,00","R$39.638,11","R$650,18",
2187,11/09/2019,10,11,16,21,46,50,0,124,10072,"R$0,00","R$40.602,31","R$714,09",
2188,14/09/2019,2,17,21,28,51,60,0,154,13387,"R$0,00","R$47.474,72","R$780,19",
2189,18/09/2019,4,11,16,22,29,33,1,406,24366,"R$120.085.143,97","R$19.407,24","R$461,96",BRASÍLIA DF
2190,21/09/2019,5,9,20,25,35,53,0,94,6835,"R$0,00","R$29.098,66","R$571,69",
2191,24/09/2019,4,8,26,33,46,53,1,104,5272,"R$43.258.437,80","R$20.552,88","R$579,20",SORRISO MT
2192,26/09/2019,7,16,37,53,57,59,0,38,2635,"R$0,00","R$36.389,59","R$749,69",
2193,28/09/2019,7,8,22,27,29,42,1,55,4664,"R$5.698.505,42","R$31.103,09","R$523,97",LONDRINA PR
2194,02/10/2019,8,16,20,21,31,34,0,38,2925,"R$0,00","R$42.670,91","R$791,93",
2195,05/10/2019,14,24,32,38,46,53,0,107,6144,"R$0,00","R$24.440,78","R$608,06",
2196,09/10/2019,1,25,27,28,41,56,0,58,4166,"R$0,00","R$47.367,07","R$942,07",
2197,14/10/2019,3,11,29,35,44,57,0,150,7727,"R$0,00","R$20.886,96","R$579,23",
2198,16/10/2019,1,11,34,36,44,56,1,47,4402,"R$34.615.569,28","R$56.334,80","R$859,26",FORTALEZA CE
2199,19/10/2019,15,23,30,35,38,44,0,29,3056,"R$0,00","R$58.063,07","R$787,13",
2200,22/10/2019,11,15,28,36,43,55,0,52,3371,"R$0,00","R$31.034,46","R$683,89",
2201,24/10/2019,3,13,23,41,49,53,0,60,5425,"R$0,00","R$34.586,33","R$546,45",
2202,26/10/2019,11,29,37,38,43,60,0,48,3717,"R$0,00","R$51.806,91","R$955,73",
2203,30/10/2019,17,34,46,49,50,57,0,57,4811,"R$0,00","R$49.414,01","R$836,35",
2204,04/11/2019,1,28,29,32,35,56,0,76,5847,"R$0,00","R$45.148,15","R$838,34",
2205,06/11/2019,12,21,28,37,42,57,1,112,6318,"R$61.429.947,73","R$30.075,67","R$761,65",SAO PAULO SP
2206,09/11/2019,6,27,38,42,45,57,0,51,3495,"R$0,00","R$31.401,56","R$654,60",
2207,13/11/2019,6,10,11,43,53,55,0,39,2736,"R$0,00","R$49.905,76","R$1.016,25",
2208,16/11/2019,16,25,30,40,45,49,0,17,1708,"R$0,00","R$113.415,57","R$1.612,63",
2209,20/11/2019,22,25,28,32,33,47,0,49,3746,"R$0,00","R$42.445,66","R$793,16",
2210,23/11/2019,11,17,24,25,33,34,0,81,5910,"R$0,00","R$36.572,74","R$716,07",
2211,27/11/2019,27,36,40,41,44,54,0,52,3681,"R$0,00","R$59.225,53","R$1.195,22",
2212,30/11/2019,23,26,51,52,53,58,0,61,5215,"R$0,00","R$56.566,09","R$945,22",
2213,04/12/2019,5,7,10,32,46,60,1,96,7360,"R$51.119.263,33","R$39.952,83","R$744,46",SAO GONCALO RJ
2214,07/12/2019,4,10,18,30,34,47,0,44,3223,"R$0,00","R$41.300,51","R$805,47",
2215,11/12/2019,1,19,21,23,33,43,0,48,4092,"R$0,00","R$53.207,20","R$891,61",
2216,14/12/2019,10,24,42,43,48,49,0,49,4361,"R$0,00","R$62.000,46","R$995,19",
2217,17/12/2019,10,14,16,30,32,36,0,51,3258,"R$0,00","R$41.197,38","R$921,27",
2218,19/12/2019,6,16,22,38,48,52,1,42,3345,"R$40.059.665,22","R$64.678,28","R$1.160,14",FRANCA SP
2219,21/12/2019,8,28,36,45,57,59,0,26,2235,"R$0,00","R$62.086,22","R$1.031,79",
2220,31/12/2019,3,35,38,40,57,58,4,1031,77055,"R$76.053.459,66","R$57.537,06","R$1.099,78",JUSCIMEIRA MT   CRICIUMA SC   SAO PAULO SP
2221,04/01/2020,5,23,34,45,56,57,0,101,3669,"R$0,00","R$13.753,65","R$540,87",
2222,08/01/2020,13,14,29,30,48,59,0,29,1969,"R$0,00","R$58.660,41","R$1.234,23",
2223,11/01/2020,2,26,40,42,49,56,0,45,2702,"R$0,00","R$47.600,35","R$1.132,50",
2224,15/01/2020,16,23,32,50,52,58,0,28,2283,"R$0,00","R$78.328,49","R$1.372,37",
2225,18/01/2020,1,32,37,44,46,47,0,34,3100,"R$0,00","R$81.317,28","R$1.274,09",
2226,21/01/2020,2,4,7,16,30,38,0,43,3798,"R$0,00","R$46.161,97","R$746,62",
2227,23/01/2020,6,9,12,27,32,57,0,92,5732,"R$0,00","R$27.202,90","R$623,73",
2228,25/01/2020,9,19,23,32,39,45,0,85,5562,"R$0,00","R$34.599,33","R$755,36",
2229,29/01/2020,6,11,29,40,41,58,0,64,4315,"R$0,00","R$53.757,09","R$1.139,03",
2230,01/02/2020,7,17,26,39,56,60,0,75,6440,"R$0,00","R$61.137,23","R$1.017,14",
2231,05/02/2020,4,13,25,40,53,57,0,127,8326,"R$0,00","R$39.228,56","R$854,81",
2232,08/02/2020,7,8,31,34,38,47,0,111,8685,"R$0,00","R$54.265,87","R$990,79",
2233,12/02/2020,4,6,32,35,41,45,0,89,8107,"R$0,00","R$75.344,43","R$1.181,63",
2234,15/02/2020,4,21,27,29,42,47,0,216,13800,"R$0,00","R$36.114,36","R$807,52",
2235,19/02/2020,14,18,30,35,55,57,0,133,11895,"R$0,00","R$69.161,57","R$1.104,72",
2236,22/02/2020,7,20,38,43,45,53,0,190,14982,"R$0,00","R$56.213,79","R$1.018,42",
2237,27/02/2020,11,20,27,28,53,60,2,263,15054,"R$105.826.358,87","R$44.509,85","R$1.110,86",RIO BRANCO AC   FORTALEZA CE
2238,29/02/2020,11,36,45,55,57,58,0,14,1679,"R$0,00","R$123.443,51","R$1.470,44",
2239,04/03/2020,7,27,31,39,45,46,0,29,3057,"R$0,00","R$76.121,74","R$1.031,60",
2240,07/03/2020,7,9,10,19,25,58,2,143,10345,"R$27.894.020,38","R$28.124,13","R$555,37",BELO HORIZONTE MG   SAO PAULO SP
2241,10/03/2020,1,13,18,26,40,56,0,33,1575,"R$0,00","R$31.946,06","R$956,20",
2242,12/03/2020,5,9,18,24,25,42,0,89,4514,"R$0,00","R$17.495,28","R$492,77",
2243,14/03/2020,14,18,28,35,38,54,0,45,3079,"R$0,00","R$43.218,75","R$902,35",
2244,18/03/2020,3,5,11,34,37,42,1,77,4706,"R$12.147.334,80","R$26.469,15","R$618,70",CANAL ELETRONICO --
2245,21/03/2020,11,14,15,18,33,34,1,51,3048,"R$15.186.785,88","R$30.810,39","R$736,46",MINACU GO
2246,25/03/2020,5,9,24,27,33,46,0,51,2227,"R$0,00","R$13.197,43","R$431,75",
2247,28/03/2020,1,42,44,47,48,53,0,10,908,"R$0,00","R$86.553,24","R$1.361,75",
2248,01/04/2020,9,15,20,29,30,42,1,29,1618,"R$4.906.932,90","R$38.798,69","R$993,43",CANAL ELETRONICO --
2249,04/04/2020,4,9,31,47,49,53,0,27,1782,"R$0,00","R$39.850,68","R$862,56",
2250,08/04/2020,27,33,39,52,57,58,0,27,2385,"R$0,00","R$53.018,19","R$857,43",
2251,11/04/2020,5,15,22,26,54,58,0,29,2222,"R$0,00","R$49.650,39","R$925,71",
2252,15/04/2020,1,17,30,37,46,50,0,20,1723,"R$0,00","R$83.292,59","R$1.381,18",
2253,18/04/2020,31,32,33,39,52,55,0,26,2224,"R$0,00","R$73.343,98","R$1.224,91",
2254,22/04/2020,4,9,24,44,47,56,0,55,3561,"R$0,00","R$31.749,26","R$700,52",
2255,25/04/2020,15,20,39,41,49,57,0,25,2144,"R$0,00","R$93.534,52","R$1.558,07",
2256,29/04/2020,9,10,30,37,47,54,0,45,3334,"R$0,00","R$59.723,61","R$1.151,58",
2257,02/05/2020,18,21,30,31,34,51,0,32,2791,"R$0,00","R$83.236,06","R$1.363,33",
2258,05/05/2020,1,5,7,14,23,26,0,113,6772,"R$0,00","R$19.496,62","R$464,75",
2259,07/05/2020,20,27,41,54,56,58,0,31,3356,"R$0,00","R$99.682,34","R$1.315,40",
2260,09/05/2020,12,14,34,35,37,47,0,91,6688,"R$0,00","R$45.513,08","R$884,67",
2261,13/05/2020,7,23,26,27,29,51,0,141,10502,"R$0,00","R$36.059,08","R$691,61",
2262,16/05/2020,7,8,14,23,30,46,1,198,12850,"R$101.195.308,30","R$34.405,61","R$757,34",CURITIBA PR
2263,20/05/2020,9,24,33,43,49,57,0,36,2492,"R$0,00","R$40.048,08","R$826,49",
2264,23/05/2020,2,3,8,19,29,37,0,73,4354,"R$0,00","R$25.246,01","R$604,68",
2265,27/05/2020,14,20,23,39,46,50,0,50,2926,"R$0,00","R$51.863,40","R$1.266,07",
2266,30/05/2020,10,23,31,37,58,59,0,50,4167,"R$0,00","R$64.685,64","R$1.108,80",
2267,03/06/2020,20,32,33,48,49,53,1,33,4064,"R$45.553.191,42","R$105.176,88","R$1.220,06",CANAL ELETRONICO --
2268,06/06/2020,4,13,23,28,30,52,0,48,2953,"R$0,00","R$35.721,30","R$829,48",
2269,10/06/2020,1,11,14,23,29,55,0,47,3225,"R$0,00","R$39.726,16","R$827,07",
2270,13/06/2020,14,16,38,39,41,48,0,53,2707,"R$0,00","R$46.373,51","R$1.297,05",
2271,17/06/2020,6,10,27,28,41,52,0,50,4150,"R$0,00","R$56.983,62","R$980,78",
2272,20/06/2020,2,5,11,24,41,49,0,71,5667,"R$0,00","R$45.670,97","R$817,42",
2273,24/06/2020,15,16,20,38,40,58,1,48,3830,"R$43.269.740,25","R$67.956,15","R$1.216,67",BRASILIA DF
2274,27/06/2020,8,11,17,33,40,55,0,62,2996,"R$0,00","R$24.042,23","R$710,76",
2275,01/07/2020,2,4,25,36,50,53,0,51,3212,"R$0,00","R$43.339,89","R$983,06",
2276,04/07/2020,5,15,18,27,49,57,0,75,5403,"R$0,00","R$36.939,97","R$732,52",
2277,08/07/2020,10,22,23,37,53,60,0,89,5597,"R$0,00","R$31.990,12","R$726,69",
2278,11/07/2020,8,17,34,37,43,45,0,98,6533,"R$0,00","R$35.640,86","R$763,77",
2279,14/07/2020,5,12,14,20,27,28,1,120,6212,"R$43.234.926,10","R$19.147,29","R$528,39",SAO PAULO SP
2280,16/07/2020,28,29,31,50,58,59,0,20,1639,"R$0,00","R$98.944,99","R$1.724,83",
2281,18/07/2020,14,27,35,40,50,55,0,43,2462,"R$0,00","R$52.989,08","R$1.322,11",
2282,22/07/2020,12,27,30,36,45,52,1,44,3467,"R$28.456.665,08","R$59.779,92","R$1.083,81",ATIBAIA SP
2283,25/07/2020,4,24,37,43,59,60,0,41,2615,"R$0,00","R$39.429,16","R$883,14",
2284,29/07/2020,4,10,12,14,36,46,0,43,3278,"R$0,00","R$39.587,48","R$741,85",
2285,01/08/2020,1,7,10,12,33,42,2,160,7967,"R$11.323.343,69","R$15.996,75","R$458,94",BRASILIA DF   ARACATUBA SP
2286,05/08/2020,9,21,30,41,42,43,0,28,1649,"R$0,00","R$56.321,66","R$1.366,20",
2287,08/08/2020,2,4,6,29,41,56,0,45,3261,"R$0,00","R$45.775,06","R$902,38",
2288,11/08/2020,2,26,35,39,40,56,0,16,1545,"R$0,00","R$81.484,20","R$1.205,49",
2289,13/08/2020,6,9,34,37,38,45,0,33,2808,"R$0,00","R$53.948,07","R$905,72",
2290,15/08/2020,5,18,36,44,57,60,0,96,4532,"R$0,00","R$25.025,89","R$757,30",
2291,19/08/2020,12,26,31,36,37,49,0,37,3269,"R$0,00","R$79.084,35","R$1.278,73",
2292,22/08/2020,6,16,18,33,42,57,0,94,5865,"R$0,00","R$36.313,40","R$831,43",
2293,26/08/2020,1,2,10,37,42,48,0,69,5498,"R$0,00","R$51.206,89","R$918,06",
2294,29/08/2020,9,15,20,33,41,43,0,49,5779,"R$0,00","R$85.567,49","R$1.036,46",
2295,02/09/2020,6,13,26,28,35,41,0,162,9693,"R$0,00","R$33.025,53","R$788,51",
2296,05/09/2020,1,6,21,29,36,59,2,166,8642,"R$47.160.446,98","R$39.028,74","R$1.070,97",CANAL ELETRONICO --   CAMPINAS SP
2297,09/09/2020,20,22,35,40,41,59,0,14,1200,"R$0,00","R$97.017,77","R$1.616,96",
2298,12/09/2020,13,17,21,31,41,49,0,46,3133,"R$0,00","R$41.659,96","R$873,81",
2299,15/09/2020,2,3,19,40,44,60,0,22,1903,"R$0,00","R$55.054,82","R$909,24",
2300,17/09/2020,9,21,37,39,43,54,0,76,3877,"R$0,00","R$29.541,74","R$827,28",
2301,19/09/2020,17,18,35,36,47,52,0,66,4333,"R$0,00","R$44.296,26","R$963,88",
2302,23/09/2020,18,22,25,27,43,44,0,126,6684,"R$0,00","R$27.380,62","R$737,35",
2303,26/09/2020,3,7,17,20,48,50,0,145,8431,"R$0,00","R$28.857,20","R$708,99",
2304,30/09/2020,12,21,29,54,56,57,0,90,5934,"R$0,00","R$47.955,93","R$1.039,05",
2305,03/10/2020,7,16,22,38,55,57,0,124,9225,"R$0,00","R$48.190,57","R$925,37",
2306,07/10/2020,3,19,28,33,57,58,1,258,15713,"R$103.029.826,38","R$28.428,45","R$666,83",ABREU E LIMA PE
2307,10/10/2020,16,33,38,46,53,55,0,45,2828,"R$0,00","R$41.739,35","R$948,81",
2308,14/10/2020,9,13,26,38,58,60,1,57,3408,"R$6.648.106,25","R$30.363,18","R$725,47",SANTOS SP
2309,17/10/2020,9,11,29,30,33,60,0,38,3092,"R$0,00","R$46.985,60","R$824,91",
2310,20/10/2020,13,17,28,29,42,53,0,52,3573,"R$0,00","R$34.291,23","R$712,94",
2311,22/10/2020,3,5,9,35,43,60,0,58,5162,"R$0,00","R$42.990,76","R$690,06",
2312,24/10/2020,3,27,39,46,47,60,0,43,3773,"R$0,00","R$71.554,38","R$1.164,98",
2313,28/10/2020,3,20,26,45,49,58,0,66,5055,"R$0,00","R$54.216,40","R$1.011,24",
2314,31/10/2020,6,7,28,42,45,49,1,105,7551,"R$53.047.796,53","R$41.171,63","R$817,87",CANAL ELETRONICO --
2315,04/11/2020,1,10,17,26,30,53,0,55,3898,"R$0,00","R$40.631,54","R$819,00",
2316,07/11/2020,2,11,43,49,52,56,0,56,3984,"R$0,00","R$57.345,38","R$1.151,51",
2317,11/11/2020,3,8,30,33,35,48,0,132,7472,"R$0,00","R$25.311,77","R$638,79",
2318,14/11/2020,28,44,52,54,58,60,0,59,5014,"R$0,00","R$66.282,12","R$1.114,20",
2319,18/11/2020,6,17,25,35,40,49,0,51,5009,"R$0,00","R$74.635,43","R$1.085,59",
2320,21/11/2020,6,30,35,39,42,48,1,92,6334,"R$76.128.023,58","R$52.821,09","R$1.096,02",RIBEIRAO PRETO SP
2321,25/11/2020,14,25,28,41,43,46,1,40,2494,"R$3.036.906,71","R$41.215,16","R$944,32",MACEIO AL
2322,28/11/2020,2,5,10,29,34,41,0,65,3753,"R$0,00","R$27.702,32","R$685,41",
2323,02/12/2020,20,27,35,39,50,59,0,29,1825,"R$0,00","R$67.337,34","R$1.528,59",
2324,05/12/2020,2,16,19,31,43,60,0,43,3451,"R$0,00","R$58.591,46","R$1.042,94",
2325,08/12/2020,33,34,37,46,52,60,0,27,2233,"R$0,00","R$68.402,27","R$1.181,53",
2326,10/12/2020,10,16,27,34,36,57,0,55,3883,"R$0,00","R$45.721,34","R$925,15",
2327,12/12/2020,30,37,45,54,57,58,0,47,3521,"R$0,00","R$64.714,34","R$1.234,05",
2328,16/12/2020,8,11,14,39,48,53,0,67,5059,"R$0,00","R$49.966,34","R$945,34",
2329,19/12/2020,12,14,28,42,45,55,2,93,6837,"R$26.798.752,27","R$43.422,45","R$843,78",CAMPINA GRANDE PB   SAO PAULO SP
2330,31/12/2020,17,20,22,35,41,42,2,1384,105342,"R$162.625.108,22","R$48.978,81","R$919,27",CANAL ELETRONICO --   ARACAJU SE
2331,02/01/2021,11,13,16,36,53,57,0,10,808,"R$0,00","R$50.540,79","R$893,57",
2332,06/01/2021,12,33,35,36,44,52,0,32,2688,"R$0,00","R$49.795,46","R$846,86",
2333,09/01/2021,9,16,31,41,53,55,0,16,1994,"R$0,00","R$128.304,01","R$1.470,74",
2334,13/01/2021,4,13,20,22,25,60,1,66,4609,"R$11.854.874,71","R$34.602,68","R$707,86",SERRINHA BA
2335,16/01/2021,9,18,23,42,47,49,0,91,5286,"R$0,00","R$26.442,64","R$650,31",
2336,20/01/2021,8,10,20,27,28,50,0,75,4701,"R$0,00","R$32.688,93","R$745,02",
2337,23/01/2021,2,9,34,49,51,55,1,84,4321,"R$21.898.260,37","R$35.529,81","R$986,71",FORTALEZA CE
2338,26/01/2021,8,21,23,34,42,47,0,22,1692,"R$0,00","R$41.770,96","R$775,88",
2339,28/01/2021,4,18,29,47,48,59,0,19,1746,"R$0,00","R$68.776,09","R$1.069,17",
2340,30/01/2021,16,21,28,41,49,51,0,24,2408,"R$0,00","R$93.309,21","R$1.328,56",
2341,03/02/2021,4,9,31,32,42,46,1,59,3548,"R$25.099.868,34","R$47.999,27","R$1.140,26",MIRASSOL D'OESTE MT
2342,06/02/2021,17,20,24,27,40,60,0,35,2233,"R$0,00","R$51.441,93","R$1.151,85",
2343,10/02/2021,4,31,42,45,49,56,0,24,2507,"R$0,00","R$83.892,90","R$1.147,31",
2344,13/02/2021,11,17,25,38,52,57,0,59,4548,"R$0,00","R$42.795,90","R$793,11",
2345,17/02/2021,7,16,19,22,28,55,0,75,4970,"R$0,00","R$30.067,59","R$648,19",
2346,20/02/2021,3,4,11,40,42,58,0,53,4812,"R$0,00","R$64.466,74","R$1.014,35",
2347,24/02/2021,8,9,17,30,58,60,0,74,5504,"R$0,00","R$46.850,78","R$899,85",
2348,27/02/2021,2,3,7,48,51,54,1,107,6601,"R$49.341.885,20","R$38.652,61","R$895,06",RIO DE JANEIRO RJ
2349,03/03/2021,5,10,25,32,49,54,1,59,3150,"R$2.780.964,58","R$25.587,57","R$684,65",CURITIBA PR
2350,06/03/2021,25,28,29,34,41,45,0,40,2828,"R$0,00","R$64.050,85","R$1.294,21",
2351,10/03/2021,19,22,35,41,47,49,0,72,4604,"R$0,00","R$37.556,05","R$839,03",
2352,13/03/2021,9,17,38,41,49,55,0,102,5124,"R$0,00","R$31.309,46","R$890,36",
2353,17/03/2021,3,19,34,41,48,53,0,71,5457,"R$0,00","R$45.966,00","R$854,36",
2354,20/03/2021,6,18,25,30,42,54,2,169,6593,"R$22.779.788,25","R$21.989,10","R$805,21",CANAL ELETRONICO --
2355,24/03/2021,7,30,31,41,50,56,0,29,2014,"R$0,00","R$78.428,97","R$1.613,30",
2356,27/03/2021,3,10,25,36,51,58,1,100,5821,"R$27.070.907,55","R$27.164,44","R$666,66",CANAL ELETRONICO --
2357,31/03/2021,19,28,30,34,40,51,0,18,1287,"R$0,00","R$81.867,39","R$1.635,71",
2358,03/04/2021,5,9,11,16,43,57,0,66,3627,"R$0,00","R$23.700,03","R$616,09",
2359,06/04/2021,31,32,39,42,43,51,0,17,1053,"R$0,00","R$72.013,51","R$1.660,87",
2360,08/04/2021,10,15,21,24,29,45,0,36,3646,"R$0,00","R$58.470,79","R$824,75",
2361,10/04/2021,14,21,22,29,35,46,0,61,3782,"R$0,00","R$42.932,72","R$989,23",
2362,14/04/2021,3,20,22,32,35,50,0,41,3883,"R$0,00","R$75.848,58","R$1.144,10",
2363,17/04/2021,6,14,24,34,39,58,1,77,5169,"R$40.076.100,78","R$49.919,36","R$1.062,31",SAO PAULO SP
2364,22/04/2021,20,33,42,44,51,56,0,180,1719,"R$0,00","R$8.467,06","R$1.266,57",
2365,24/04/2021,1,17,28,37,44,50,0,40,2940,"R$0,00","R$60.015,09","R$1.166,47",
2366,28/04/2021,4,27,33,35,38,41,0,76,4869,"R$0,00","R$37.685,71","R$840,33",
2367,30/04/2021,5,23,29,34,53,60,0,63,4551,"R$0,00","R$40.222,88","R$795,44",
2368,04/05/2021,4,7,13,25,36,58,1,152,7476,"R$37.429.107,24","R$17.748,32","R$515,50",NOVA BRASILANDIA D'OESTE RO
2369,06/05/2021,4,9,17,19,37,60,0,47,3447,"R$0,00","R$30.966,61","R$603,18",
2370,08/05/2021,7,31,37,42,44,56,0,29,3835,"R$0,00","R$87.322,20","R$943,32",
2371,12/05/2021,4,15,30,36,39,48,0,53,3480,"R$0,00","R$56.726,39","R$1.234,19",
2372,15/05/2021,3,19,25,44,46,57,0,128,7636,"R$0,00","R$28.213,14","R$675,61",
2373,19/05/2021,23,24,26,44,49,60,0,72,5432,"R$0,00","R$51.363,16","R$972,58",
2374,22/05/2021,12,13,25,37,39,41,0,125,8177,"R$0,00","R$35.344,96","R$771,87",
2375,26/05/2021,2,6,44,46,53,58,0,144,8909,"R$0,00","R$42.488,96","R$981,09",
2376,29/05/2021,12,14,17,18,19,22,2,433,19908,"R$47.341.439,63","R$18.922,04","R$587,93",MACEIO AL   SAO PAULO SP
2377,02/06/2021,5,18,29,35,43,44,0,35,2890,"R$0,00","R$51.216,97","R$886,10",
2378,05/06/2021,11,37,38,41,49,54,0,33,2518,"R$0,00","R$67.079,61","R$1.255,88",
2379,09/06/2021,2,8,26,32,46,56,0,72,4222,"R$0,00","R$35.139,46","R$856,07",
2380,12/06/2021,11,16,20,24,39,53,1,59,5566,"R$43.258.691,06","R$65.129,22","R$986,24",BALNEARIO CAMBORIU SC
2381,16/06/2021,7,23,32,41,42,47,0,37,2458,"R$0,00","R$45.372,62","R$975,69",
2382,19/06/2021,6,9,19,38,53,55,1,52,4044,"R$7.098.061,76","R$41.816,28","R$768,13",CANAL ELETRONICO --
2383,23/06/2021,13,15,16,20,40,41,1,47,2151,"R$2.783.717,00","R$32.152,36","R$1.003,62",SAO PAULO SP
2384,26/06/2021,9,13,22,25,26,31,0,57,3781,"R$0,00","R$28.668,57","R$617,41",
2385,29/06/2021,12,24,32,37,43,60,0,32,2340,"R$0,00","R$44.062,03","R$860,79",
2386,01/07/2021,11,13,16,35,49,50,0,44,3087,"R$0,00","R$45.390,69","R$924,24",
2387,03/07/2021,8,26,30,31,38,48,0,30,3038,"R$0,00","R$89.150,26","R$1.257,64",
2388,07/07/2021,8,30,33,37,45,48,0,83,5329,"R$0,00","R$40.247,97","R$895,52",
2389,10/07/2021,16,30,37,39,40,51,0,57,3887,"R$0,00","R$69.283,28","R$1.451,41",
2390,14/07/2021,9,13,20,22,32,56,0,102,7787,"R$0,00","R$48.643,77","R$910,24",
2391,17/07/2021,5,8,13,27,36,50,1,192,13379,"R$76.237.205,10","R$32.288,63","R$661,95",COLATINA ES
2392,21/07/2021,11,15,23,25,34,53,0,31,2525,"R$0,00","R$52.887,76","R$927,59",
2393,24/07/2021,26,27,28,32,38,51,0,28,2368,"R$0,00","R$80.268,42","R$1.355,88",
2394,28/07/2021,5,16,25,36,42,44,0,48,4144,"R$0,00","R$48.523,22","R$802,92",
2395,31/07/2021,4,11,12,44,45,57,0,72,6026,"R$0,00","R$51.378,77","R$876,97",
2396,04/08/2021,2,3,25,39,42,49,0,49,5934,"R$0,00","R$81.665,84","R$963,36",
2397,07/08/2021,6,14,20,39,46,48,0,79,6058,"R$0,00","R$60.862,18","R$1.133,82",
2398,10/08/2021,8,17,30,36,54,59,1,78,5421,"R$60.902.054,13","R$43.757,99","R$899,44",MOGI MIRIM SP
2399,12/08/2021,27,35,42,44,51,52,0,34,1706,"R$0,00","R$45.545,20","R$1.296,71",
2400,14/08/2021,9,21,25,26,36,53,0,52,3623,"R$0,00","R$49.503,96","R$1.015,02",
2401,18/08/2021,8,11,13,33,38,48,0,128,8020,"R$0,00","R$25.058,88","R$571,34",
2402,21/08/2021,6,22,25,29,30,60,1,128,6285,"R$40.953.827,42","R$30.626,84","R$891,06",TERESINA PI
2403,25/08/2021,10,12,14,32,33,34,0,65,2793,"R$0,00","R$24.631,80","R$818,91",
2404,28/08/2021,1,19,35,40,47,54,0,43,2492,"R$0,00","R$49.870,87","R$1.229,33",
