Concurso,Data,dezena1,dezena2,dezena3,dezena4,dezena5,dezena6,Mega,Quina,Quadra,Cidade
937,23/01/2008,2,21,22,30,41,52,0,20,1763,
938,26/01/2008,15,27,35,50,57,59,0,39,3235,
939,30/01/2008,6,19,23,37,49,50,0,103,5670,
940,02/02/2008,5,25,31,33,37,51,0,109,6936,
941,06/02/2008,10,11,15,27,53,60,0,37,3406,
942,09/02/2008,5,8,18,42,52,59,0,73,5310,
943,13/02/2008,3,12,23,41,47,58,1,116,7783,RS
944,16/02/2008,16,37,43,52,58,59,0,21,2669,
945,20/02/2008,4,8,27,44,54,59,0,118,6615,
946,23/02/2008,1,5,12,47,52,59,0,92,6373,
947,27/02/2008,3,5,11,14,33,58,1,95,8955,SP
948,01/03/2008,22,41,44,46,52,54,0,30,2141,
949,05/03/2008,1,23,41,44,51,52,0,28,2679,
950,08/03/2008,23,41,42,48,49,59,0,43,3953,
951,12/03/2008,14,24,34,39,49,55,0,41,3894,
952,15/03/2008,2,11,18,27,30,54,0,132,7126,
953,19/03/2008,1,16,39,42,48,55,1,71,5055,MG
954,22/03/2008,5,8,18,24,33,57,0,81,5213,
955,26/03/2008,5,12,21,32,33,35,2,90,6180,MG   SP
956,29/03/2008,46,47,51,54,57,59,1,38,2468,SP
957,02/04/2008,24,25,32,34,50,57,0,24,2210,
958,05/04/2008,7,13,22,33,48,51,3,269,8718,BA   RJ   SP
959,09/04/2008,3,5,11,33,39,57,0,138,7139,
960,12/04/2008,6,18,19,33,34,53,0,73,4852,
961,16/04/2008,2,4,16,21,36,53,0,81,7193,
962,19/04/2008,2,11,40,48,49,55,1,41,3554,RS
963,23/04/2008,15,17,37,48,50,59,0,30,2644,
964,26/04/2008,8,13,20,26,33,42,0,125,6128,
965,30/04/2008,5,30,36,39,57,58,0,61,3934,
966,03/05/2008,1,4,26,28,41,58,0,55,4397,
967,07/05/2008,5,13,14,18,30,57,0,91,7445,
968,10/05/2008,1,4,13,30,51,60,0,124,9572,
969,14/05/2008,13,25,35,41,50,56,1,82,6898,PE
970,17/05/2008,5,21,28,34,54,57,3,108,6144,GO   PE   SP
971,21/05/2008,4,11,14,33,44,45,0,66,4390,
972,24/05/2008,15,18,31,33,34,56,3,723,4082,PE   SC   SP
973,28/05/2008,1,8,30,36,47,53,0,36,2274,
974,31/05/2008,12,16,20,31,38,45,0,93,4213,
975,04/06/2008,9,30,33,37,40,41,0,55,4524,
976,07/06/2008,14,23,25,28,38,53,0,74,6395,
977,11/06/2008,3,5,7,9,17,32,1,452,24482,SP
978,14/06/2008,12,16,18,27,42,58,0,69,4616,
979,18/06/2008,3,15,28,31,39,51,0,42,3714,
980,21/06/2008,15,17,29,35,36,59,0,88,6837,
981,25/06/2008,1,8,34,41,53,58,0,74,4974,
982,28/06/2008,8,12,24,40,43,49,0,125,8510,
983,02/07/2008,16,22,32,38,40,45,1,244,9930,SC
984,05/07/2008,4,10,20,43,46,47,0,38,2643,
985,09/07/2008,4,16,18,46,56,59,0,55,4846,
986,12/07/2008,6,15,19,24,31,32,0,120,7953,
987,16/07/2008,13,27,31,34,47,58,0,193,10923,
988,19/07/2008,8,17,46,48,56,60,0,73,6874,
989,23/07/2008,2,21,27,29,32,38,0,130,10296,
990,26/07/2008,2,10,15,18,29,39,2,290,20863,MG   RO
991,30/07/2008,8,9,15,38,41,60,0,36,3028,
992,02/08/2008,1,4,6,8,25,28,0,330,13216,
993,06/08/2008,5,24,25,26,42,60,0,68,5121,
994,09/08/2008,3,20,29,40,44,58,0,47,3838,
995,13/08/2008,4,16,31,36,54,55,0,76,6790,
996,16/08/2008,7,15,20,21,23,29,2,165,11901,SC   SP
997,20/08/2008,9,17,18,32,53,55,0,40,3203,
998,23/08/2008,3,4,21,22,28,32,0,40,4526,
999,27/08/2008,18,24,36,44,55,58,0,103,6681,
1000,30/08/2008,29,38,39,49,53,58,0,41,3771,
1001,03/09/2008,12,15,27,37,51,60,0,87,7074,
1002,06/09/2008,3,7,25,31,40,58,1,174,10015,MG
1003,10/09/2008,5,10,16,23,26,27,1,86,5694,PE
1004,13/09/2008,29,40,43,44,45,47,0,34,2419,
1005,17/09/2008,4,6,12,37,41,42,1,67,5871,RJ
1006,20/09/2008,2,4,17,33,48,55,1,136,5935,MG
1007,24/09/2008,4,27,36,37,49,52,0,46,2884,
1008,27/09/2008,7,13,15,34,42,48,0,159,8123,
1009,01/10/2008,1,6,12,29,34,58,2,111,5083,PA   SP
1010,04/10/2008,2,3,13,37,46,54,0,61,4679,
1011,08/10/2008,2,11,21,30,35,52,0,113,3889,
1012,11/10/2008,14,19,40,47,55,58,0,43,3755,
1013,15/10/2008,7,9,12,19,20,41,1,178,10125,SP
1014,18/10/2008,8,9,25,41,57,60,0,65,3861,
1015,22/10/2008,3,8,17,26,28,49,0,110,8105,
1016,25/10/2008,5,9,11,20,25,60,1,174,9476,PB
1017,29/10/2008,6,19,31,34,51,56,0,36,2885,
1018,01/11/2008,9,24,44,51,55,58,0,35,4170,
1019,05/11/2008,4,13,23,29,46,47,0,77,6124,
1020,08/11/2008,1,2,19,32,39,52,0,56,4646,
1021,12/11/2008,2,33,42,43,51,55,1,46,4247,MG
1022,16/11/2008,5,21,31,39,40,56,0,21,1505,
1023,19/11/2008,2,7,8,18,40,45,0,65,4937,
1024,22/11/2008,18,22,28,29,39,53,0,23,2722,
1025,26/11/2008,10,27,28,29,40,52,0,34,3705,
1026,29/11/2008,6,10,17,33,51,53,0,92,7192,
1027,03/12/2008,18,20,33,44,47,60,0,112,6992,
1028,06/12/2008,20,26,34,51,52,54,0,66,5453,
1029,10/12/2008,5,16,17,20,24,32,1,262,17979,RJ
1030,13/12/2008,1,8,23,37,54,57,0,123,7495,
1031,17/12/2008,24,33,40,43,46,49,1,59,5508,SP
1032,20/12/2008,15,16,26,29,43,57,0,49,3682,
1033,24/12/2008,5,6,17,33,39,54,0,83,6445,
1034,27/12/2008,1,3,18,20,42,49,0,61,4635,
1035,31/12/2008,1,11,26,51,59,60,0,289,19044,
1036,03/01/2009,10,27,36,39,41,52,1,177,11703,MG
1037,07/01/2009,4,36,44,46,53,56,0,27,3108,
1038,10/01/2009,6,7,28,35,43,51,0,80,5438,
1039,14/01/2009,2,20,24,27,36,52,0,96,6631,
1040,17/01/2009,1,6,28,39,44,55,0,66,6431,
1041,21/01/2009,10,12,36,44,54,57,1,82,8071,RJ
1042,24/01/2009,13,18,25,30,46,51,0,79,4761,
1043,28/01/2009,14,21,25,48,51,60,0,35,3197,
1044,31/01/2009,10,11,13,35,39,58,0,79,6346,
1045,04/02/2009,1,5,6,17,31,50,0,102,8623,
1046,07/02/2009,28,40,42,54,55,57,1,49,4875,SC
1047,11/02/2009,1,2,8,10,14,48,0,148,8110,
1048,14/02/2009,3,16,21,28,38,57,1,70,4990,SP
1049,18/02/2009,2,5,17,29,34,52,1,143,6295,SP
1050,21/02/2009,14,24,26,33,45,60,0,66,4590,
1051,25/02/2009,7,10,11,13,43,57,0,66,5281,
1052,28/02/2009,8,11,15,16,52,57,1,77,5743,RJ
1053,04/03/2009,15,27,34,42,49,53,1,112,4385,RS
1054,07/03/2009,13,14,18,27,41,60,0,37,3567,
1055,11/03/2009,12,15,16,20,27,32,2,86,6311,SP
1056,14/03/2009,6,8,38,50,53,59,1,23,2350,DF
1057,18/03/2009,2,3,4,15,49,59,0,46,3923,
1058,21/03/2009,18,20,24,45,51,57,1,50,3853,BA
1059,25/03/2009,1,12,14,16,37,45,1,63,4089,SP
1060,28/03/2009,1,3,16,18,41,42,1,60,5220,PR
1061,01/04/2009,9,21,23,30,41,56,0,29,2579,
1062,04/04/2009,2,8,23,33,37,55,0,114,6442,
1063,08/04/2009,1,22,44,47,49,50,0,68,4202,
1064,11/04/2009,4,16,19,28,29,49,0,74,5517,
1065,15/04/2009,7,19,30,39,43,57,0,72,6501,
1066,18/04/2009,6,10,25,32,43,49,0,115,8153,
1067,22/04/2009,4,10,14,25,28,56,0,172,10795,
1068,25/04/2009,25,27,44,47,48,57,0,146,10795,
1069,29/04/2009,9,17,28,45,49,53,1,275,16287,RJ
1070,02/05/2009,5,8,16,23,41,53,2,302,8729,DF   SP
1071,06/05/2009,5,7,37,43,53,54,0,56,3846,
1072,09/05/2009,9,18,19,43,47,54,0,47,4915,
1073,13/05/2009,8,25,32,34,36,44,0,66,5305,
1074,16/05/2009,3,10,23,29,47,50,0,111,7099,
1075,20/05/2009,10,12,16,21,39,53,0,119,7179,
1076,23/05/2009,4,10,19,32,33,42,0,102,8656,
1077,27/05/2009,5,6,9,11,18,37,2,300,19219,BELO HORIZONTE MG   SÃO PAULO SP
1078,30/05/2009,3,6,34,41,43,45,0,47,3645,
1079,03/06/2009,5,12,24,28,36,37,1,150,8339,INDAIATUBA SP
1080,06/06/2009,11,18,20,34,41,56,0,59,4152,
1081,10/06/2009,9,16,24,29,52,56,0,109,7213,
1082,13/06/2009,4,17,38,40,50,55,0,63,5460,
1083,17/06/2009,10,20,23,28,42,43,0,70,6647,
1084,20/06/2009,5,20,29,33,40,59,0,108,7731,
1085,24/06/2009,12,21,39,40,50,55,0,81,7674,
1086,27/06/2009,2,4,6,10,23,45,4,954,52159,IBIRITÉ MG   LONDRINA PR   LEME SP   SÃO BERNARDO DO CAMPO SP
1087,01/07/2009,3,20,28,32,36,46,0,58,4426,
1088,04/07/2009,6,24,31,35,42,57,0,78,5886,
1089,08/07/2009,2,18,20,32,37,48,0,93,6101,
1090,11/07/2009,9,20,24,36,40,42,0,175,10325,
1091,15/07/2009,17,23,24,27,49,56,0,146,12471,
1092,18/07/2009,1,9,30,33,34,40,0,130,11224,
1093,22/07/2009,19,23,27,38,41,49,0,299,18464,
1094,25/07/2009,9,10,21,36,41,48,1,211,18534,RIO DE JANEIRO RJ
1095,29/07/2009,10,16,21,23,27,36,0,168,10462,
1096,01/08/2009,3,13,14,16,41,52,0,102,9766,
1097,05/08/2009,1,17,21,33,48,56,1,242,13115,SANTOS SP
1098,08/08/2009,11,20,21,30,50,52,1,49,3434,BELÉM PA
1099,12/08/2009,14,31,35,38,44,55,0,42,3392,
1100,15/08/2009,7,17,18,33,41,42,0,119,10353,
1101,19/08/2009,6,7,10,12,24,57,1,284,17901,GUARATINGUETA SP
1102,22/08/2009,9,11,23,35,46,51,0,83,5695,
1103,26/08/2009,10,19,28,41,55,56,0,47,5696,
1104,29/08/2009,2,3,6,35,49,58,0,95,6982,
1105,02/09/2009,1,15,28,43,50,57,1,135,7144,TERRA ROXA PR
1106,05/09/2009,4,15,43,47,50,60,0,37,3139,
1107,09/09/2009,3,9,20,36,53,54,0,85,6294,
1108,12/09/2009,7,9,39,43,44,60,0,71,5791,
1109,16/09/2009,6,8,11,14,29,52,0,141,8371,
1110,19/09/2009,6,14,26,28,42,45,2,217,11277,Curitiba PR   PORTO ALEGRE RS
1111,23/09/2009,4,9,25,32,33,43,1,52,5266,SÃO CAETANO DO SUL SP
1112,26/09/2009,4,32,34,43,52,58,0,43,3283,
1113,30/09/2009,3,6,29,36,47,59,2,82,5947,PARAUAPEBAS PA   AMPARO SP
1114,03/10/2009,3,15,16,22,25,54,1,65,5054,ITUPEVA SP
1115,07/10/2009,18,30,37,41,44,50,0,26,3005,
1116,10/10/2009,4,9,13,17,20,47,1,259,14186,Florianópolis SC
1117,14/10/2009,1,6,17,27,35,40,0,36,3143,
1118,17/10/2009,8,20,21,43,44,55,0,30,2965,
1119,21/10/2009,10,34,41,44,45,54,0,22,2684,
1120,24/10/2009,7,35,40,44,50,55,0,63,4116,
1121,28/10/2009,4,17,18,54,56,59,1,94,6105,SÃO PAULO SP
1122,31/10/2009,26,44,46,49,55,56,0,20,2425,
1123,04/11/2009,4,14,19,39,45,60,0,51,3386,
1124,07/11/2009,7,11,16,18,33,49,0,122,7528,
1125,11/11/2009,3,7,29,33,42,56,1,263,11744,RIO DE JANEIRO RJ
1126,14/11/2009,4,31,42,52,57,59,0,21,2186,
1127,18/11/2009,5,8,14,24,29,30,3,152,7135,RIO DE JANEIRO RJ   PORTO ALEGRE RS   SÃO BERNARDO DO CAMPO SP
1128,21/11/2009,8,16,24,39,52,60,1,43,3389,SETE LAGOAS MG
1129,25/11/2009,12,17,19,32,47,55,0,75,4068,
1130,28/11/2009,5,18,23,32,49,54,0,279,9245,
1131,02/12/2009,1,8,16,34,36,49,0,119,7753,
1132,05/12/2009,12,27,30,33,52,55,0,104,7799,
1133,09/12/2009,5,10,16,21,39,58,1,111,8648,Montes Claros MG
1134,12/12/2009,9,22,29,36,51,56,0,53,3770,
1135,16/12/2009,4,5,6,19,23,39,1,127,9233,VITÓRIA ES
1136,19/12/2009,7,31,32,34,37,43,0,41,4242,
1137,22/12/2009,19,21,25,28,43,50,0,33,2763,
1138,24/12/2009,2,4,15,18,25,36,0,118,6796,
1139,26/12/2009,9,28,31,36,37,42,0,25,2049,
1140,31/12/2009,10,27,40,46,49,58,2,734,55988,BRASÍLIA DF   SANTA RITA DO PASSA QUATRO SP
1141,02/01/2010,9,37,40,50,58,60,0,6,683,
1142,06/01/2010,3,15,26,28,31,58,0,66,3640,
1143,09/01/2010,3,30,35,44,47,60,0,52,3686,
1144,13/01/2010,1,10,18,19,44,49,0,92,6105,
1145,16/01/2010,3,16,19,24,33,60,1,129,8734,BRASÍLIA DF
1146,20/01/2010,6,10,28,33,34,53,0,53,3641,
1147,23/01/2010,6,23,31,33,39,52,0,30,3040,
1148,27/01/2010,27,28,29,32,48,55,0,37,3792,
1149,30/01/2010,7,8,23,36,46,54,0,91,6998,
1150,03/02/2010,15,17,28,31,35,52,0,58,5033,
1151,06/02/2010,1,4,14,21,25,51,0,101,7455,
1152,10/02/2010,14,20,29,36,44,47,0,99,6884,
1153,13/02/2010,6,17,19,34,46,55,0,148,9655,
1154,17/02/2010,4,12,14,21,26,28,0,141,8206,
1155,20/02/2010,20,28,40,41,51,58,0,76,6061,
1156,24/02/2010,9,24,31,44,48,49,0,210,15420,
1157,27/02/2010,9,29,41,43,46,49,4,248,19079,BRASÍLIA DF   CONSELHEIRO LAFAIETE MG   JUNDIAÍ SP   SÃO PAULO SP
1158,03/03/2010,23,30,31,54,55,60,0,38,2442,
1159,06/03/2010,5,6,34,46,53,55,0,72,7628,
1160,10/03/2010,1,3,5,18,40,48,1,118,10504,RECIFE PE
1161,13/03/2010,4,7,42,47,48,51,0,43,4214,
1162,17/03/2010,18,22,25,30,31,41,0,43,3308,
1163,20/03/2010,5,17,31,47,51,53,0,72,6107,
1164,24/03/2010,6,14,17,26,40,49,0,56,5145,
1165,27/03/2010,20,40,42,52,54,60,0,70,3923,
1166,31/03/2010,22,28,30,31,35,54,0,86,6211,
1167,03/04/2010,20,28,43,51,52,56,0,44,4342,
1168,07/04/2010,4,5,20,47,53,56,0,97,8380,
1169,10/04/2010,1,11,14,23,42,48,1,179,12185,TUPASSI PR
1170,14/04/2010,11,13,27,34,46,49,1,228,10746,RIO DE JANEIRO RJ
1171,17/04/2010,3,10,13,30,41,57,0,79,5610,
1172,20/04/2010,6,12,28,43,52,56,0,90,6438,
1173,24/04/2010,5,7,24,25,36,47,0,140,9619,
1174,28/04/2010,6,7,39,47,51,52,0,38,4174,
1175,30/04/2010,2,3,12,16,37,47,0,77,6958,
1176,05/05/2010,11,14,21,30,33,49,0,102,7379,
1177,08/05/2010,33,38,47,50,52,55,1,78,6269,SÃO PAULO SP
1178,12/05/2010,1,22,30,45,50,53,0,27,2330,
1179,15/05/2010,5,22,28,47,59,60,0,99,5765,
1180,19/05/2010,12,30,34,44,57,60,0,70,5176,
1181,22/05/2010,18,20,26,31,44,45,0,67,5964,
1182,26/05/2010,2,4,29,52,56,60,0,82,7157,
1183,29/05/2010,5,10,12,20,29,37,4,545,21948,RIO DE JANEIRO RJ   SÃO BERNARDO DO CAMPO SP   SÃO PAULO SP
1184,02/06/2010,4,9,23,27,28,30,0,134,7342,
1185,05/06/2010,2,10,21,35,43,54,0,96,5571,
1186,09/06/2010,7,8,12,13,15,41,1,196,12126,SÃO PAULO SP
1187,12/06/2010,8,17,19,40,43,49,0,42,4013,
1188,16/06/2010,9,20,44,52,59,60,0,32,3164,
1189,19/06/2010,14,21,27,31,35,50,0,44,4064,
1190,23/06/2010,10,11,19,37,53,56,2,146,7261,SÃO GONÇALO DO RIO ABAIXO MG   CARLÓPOLIS PR
1191,26/06/2010,3,11,16,22,25,33,0,138,6525,
1192,30/06/2010,17,20,49,52,57,59,0,34,2691,
1193,03/07/2010,2,9,12,14,32,54,0,72,5845,
1194,07/07/2010,6,13,24,41,50,53,0,54,4511,
1195,10/07/2010,17,20,26,27,55,57,1,63,4448,MOMBAÇA CE
1196,14/07/2010,3,6,19,20,58,60,0,85,5086,
1197,17/07/2010,36,37,39,49,54,60,0,35,2662,
1198,21/07/2010,22,29,36,41,48,58,0,52,3708,
1199,24/07/2010,16,19,23,28,39,58,0,71,5692,
1200,28/07/2010,3,10,11,39,54,56,1,91,6489,SÃO PAULO SP
1201,31/07/2010,28,32,36,49,55,60,0,67,3425,
1202,04/08/2010,8,9,11,48,53,60,0,63,4195,
1203,07/08/2010,7,9,30,33,38,55,0,99,6138,
1204,11/08/2010,5,10,25,39,43,52,0,95,6613,
1205,14/08/2010,4,13,14,26,29,35,0,141,9645,
1206,18/08/2010,2,6,11,36,37,48,0,112,8526,
1207,21/08/2010,9,11,22,32,35,56,0,108,8377,
1208,25/08/2010,1,12,20,26,45,54,0,125,9464,
1209,28/08/2010,5,14,17,30,35,38,0,251,16146,
1210,01/09/2010,3,7,9,10,31,34,0,993,57447,
1211,04/09/2010,3,15,31,36,48,54,7,981,44163,RIO DE JANEIRO RJ   BOTUCATU SP   MANDURI SP   OSASCO SP   PRAIA GRANDE SP   Ribeirão Preto SP   SÃO PAULO SP
1212,08/09/2010,2,23,33,35,40,50,0,28,2326,
1213,11/09/2010,3,11,26,34,45,53,0,111,6156,
1214,15/09/2010,5,29,30,36,41,48,0,87,6593,
1215,18/09/2010,10,25,30,47,50,51,0,144,10052,
1216,22/09/2010,4,7,13,25,27,58,0,555,26524,
1217,25/09/2010,5,11,15,28,43,50,0,266,16184,
1218,29/09/2010,10,23,29,31,33,46,0,211,17290,
1219,02/10/2010,2,33,34,37,41,53,0,220,17919,
1220,06/10/2010,5,15,43,48,52,55,1,377,30478,FONTOURA XAVIER RS
1221,09/10/2010,5,14,37,43,46,58,0,102,5864,
1222,13/10/2010,5,8,19,26,48,57,0,121,7404,
1223,16/10/2010,15,17,35,42,47,48,0,358,9411,
1224,20/10/2010,19,21,27,41,53,57,1,124,6867,CARAPICUIBA SP
1225,23/10/2010,31,32,34,40,50,55,1,36,3825,BELO HORIZONTE MG
1226,27/10/2010,10,31,40,50,55,56,0,57,9917,
1227,30/10/2010,4,28,30,31,35,54,1,463,5301,FORTALEZA CE
1228,03/11/2010,10,23,36,50,52,60,0,43,3050,
1229,06/11/2010,12,30,32,40,49,60,0,42,2827,
1230,10/11/2010,9,12,19,22,35,37,0,110,9272,
1231,13/11/2010,5,20,23,27,39,49,1,161,9961,SÃO PAULO SP
1232,17/11/2010,8,11,12,15,18,22,0,161,7374,
1233,20/11/2010,22,29,32,49,54,59,0,33,3057,
1234,24/11/2010,3,5,19,24,30,35,0,120,9102,
1235,27/11/2010,10,16,20,26,49,55,0,83,6028,
1236,01/12/2010,3,8,17,20,38,53,0,136,9270,
1237,04/12/2010,5,18,21,26,39,59,1,132,9303,SERINGUEIRAS RO
1238,08/12/2010,13,14,24,39,40,45,0,41,3065,
1239,11/12/2010,1,15,37,39,48,52,0,57,3794,
1240,15/12/2010,8,9,12,22,42,49,0,123,8257,
1241,18/12/2010,10,13,25,26,28,45,0,181,12556,
1242,20/12/2010,11,34,45,48,51,54,0,19,2046,
1243,22/12/2010,9,19,23,29,32,57,0,139,8401,
1244,24/12/2010,2,8,15,25,34,45,0,124,9080,
1245,31/12/2010,2,10,34,37,43,50,4,1561,94921,CARIACICA ES   BELO HORIZONTE MG   FAZENDA RIO GRANDE PR   PINHAIS PR
1246,05/01/2011,10,37,40,43,57,59,0,46,3939,
1247,08/01/2011,3,9,11,24,36,51,0,164,9543,
1248,12/01/2011,20,33,34,57,58,60,0,86,3832,
1249,15/01/2011,3,8,36,40,51,53,1,103,5887,SÃO PAULO SP
1250,19/01/2011,1,2,24,40,51,59,0,61,4394,
1251,22/01/2011,5,27,34,46,48,52,0,261,9795,
1252,26/01/2011,2,14,35,39,49,51,0,67,4975,
1253,29/01/2011,2,17,23,43,44,51,0,99,7284,
1254,02/02/2011,7,9,14,18,29,39,0,142,9454,
1255,05/02/2011,5,23,38,39,51,54,0,155,11485,
1256,09/02/2011,26,33,35,38,43,53,0,121,8843,
1257,12/02/2011,2,15,26,27,30,52,2,154,11765,MADALENA CE   RIO DE JANEIRO RJ
1258,16/02/2011,11,26,47,55,57,59,0,27,2688,
1259,19/02/2011,4,6,39,46,54,58,0,74,5240,
1260,23/02/2011,19,23,29,31,41,53,0,70,5798,
1261,26/02/2011,10,14,22,41,42,53,0,78,6490,
1262,02/03/2011,5,7,8,9,11,39,2,440,25528,RIO DE JANEIRO RJ   SÃO JOSÉ DOS CAMPOS SP
1263,05/03/2011,4,18,26,36,41,53,0,79,4180,
1264,09/03/2011,4,17,36,37,51,56,0,29,2583,
1265,12/03/2011,13,19,24,46,50,60,0,97,7669,
1266,16/03/2011,6,10,33,39,42,60,0,106,8019,
1267,19/03/2011,4,20,30,41,47,58,0,56,5172,
1268,23/03/2011,3,16,17,44,53,60,0,123,8836,
1269,26/03/2011,4,5,15,17,27,51,2,200,15111,GOIÂNIA GO   SÃO PAULO SP
1270,30/03/2011,5,9,24,31,33,42,0,144,9186,
1271,02/04/2011,1,2,39,48,52,59,0,65,6281,
1272,06/04/2011,13,26,27,28,35,52,0,113,9626,
1273,09/04/2011,13,19,26,40,58,60,0,118,8910,
1274,13/04/2011,13,17,21,39,40,59,0,166,11088,
1275,16/04/2011,2,14,48,55,58,60,0,111,11630,
1276,20/04/2011,5,9,11,22,36,40,2,560,30367,SÃO JOSÉ DOS PINHAIS PR   LIMEIRA SP
1277,23/04/2011,12,18,31,50,59,60,0,30,1783,
1278,27/04/2011,4,16,24,25,30,56,0,187,5455,
1279,30/04/2011,8,14,29,35,36,40,0,98,5880,
1280,04/05/2011,6,10,16,20,29,54,0,97,8585,
1281,07/05/2011,8,11,14,30,36,38,1,198,12813,RIO DE JANEIRO RJ
1282,11/05/2011,4,23,39,52,55,56,0,37,4203,
1283,14/05/2011,8,30,40,44,59,60,0,57,4333,
1284,18/05/2011,20,21,26,29,31,36,0,46,3353,
1285,21/05/2011,10,15,28,31,33,38,0,127,9744,
1286,25/05/2011,2,5,28,33,51,52,0,185,12297,
1287,28/05/2011,11,12,31,33,42,52,0,137,8177,
1288,01/06/2011,17,30,32,40,42,56,0,69,7350,
1289,04/06/2011,1,3,8,13,27,52,2,436,30724,ATIBAIA SP   BEBEDOURO SP
1290,08/06/2011,2,3,14,23,34,50,0,93,7535,
1291,11/06/2011,18,40,47,54,57,58,0,49,5416,
1292,15/06/2011,9,11,23,30,31,54,0,128,10397,
1293,18/06/2011,1,13,24,40,44,50,0,163,11182,
1294,22/06/2011,4,6,29,48,50,51,0,148,10401,
1295,25/06/2011,2,5,15,20,43,57,1,314,20014,SANTO ANDRÉ SP
1296,29/06/2011,10,14,43,46,49,53,0,48,3607,
1297,02/07/2011,2,5,11,13,56,59,0,100,9538,
1298,06/07/2011,14,15,30,53,55,60,1,38,4046,MANDAGUARI PR
1299,09/07/2011,8,22,32,43,53,56,0,35,3035,
1300,13/07/2011,43,44,46,53,54,59,2,58,3652,CODÓ MA   DIVINÓPOLIS MG
1301,16/07/2011,3,16,23,25,51,56,1,74,5155,BLUMENAU SC
1302,20/07/2011,2,10,15,44,56,57,0,63,5084,
1303,23/07/2011,8,19,46,51,52,54,0,40,3573,
1304,27/07/2011,7,14,15,20,23,35,0,79,7568,
1305,30/07/2011,3,5,11,36,44,46,0,136,9982,
1306,03/08/2011,6,19,22,34,43,45,0,167,10694,
1307,06/08/2011,7,10,32,43,47,54,1,153,11019,GUANHÃES MG
1308,09/08/2011,7,8,24,30,33,47,0,75,4417,
1309,11/08/2011,7,12,25,26,32,39,0,100,6163,
1310,13/08/2011,8,9,14,32,53,59,0,107,7570,
1311,17/08/2011,7,9,12,19,45,54,0,253,13609,
1312,20/08/2011,5,20,22,28,29,30,0,201,10377,
1313,24/08/2011,1,4,26,39,43,49,0,140,9036,
1314,27/08/2011,38,42,44,52,58,60,0,122,7797,
1315,31/08/2011,1,27,29,38,50,52,1,108,9003,Aracaju SE
1316,03/09/2011,8,13,25,34,42,48,1,241,9757,VINHEDO SP
1317,08/09/2011,6,13,29,30,35,37,0,67,5004,
1318,10/09/2011,11,14,16,28,34,46,0,140,6962,
1319,14/09/2011,4,5,16,18,27,51,0,103,7798,
1320,17/09/2011,17,24,25,38,41,55,0,128,8496,
1321,21/09/2011,10,47,51,53,59,60,1,128,11775,PETRÓPOLIS RJ
1322,24/09/2011,10,21,43,47,53,55,0,54,3738,
1323,28/09/2011,6,15,25,37,48,55,0,58,5387,
1324,01/10/2011,18,29,31,44,51,57,0,86,5421,
1325,05/10/2011,2,5,16,20,35,43,0,195,14090,
1326,08/10/2011,10,11,18,19,30,50,0,179,13207,
1327,13/10/2011,16,35,36,41,52,54,0,89,7175,
1328,15/10/2011,10,23,27,43,53,59,1,213,14179,Teresina PI
1329,19/10/2011,7,8,11,39,43,50,0,66,5244,
1330,22/10/2011,8,18,21,30,48,49,0,76,6768,
1331,26/10/2011,9,24,26,39,46,57,1,157,11461,PEDRO CANÁRIO ES
1332,29/10/2011,3,5,13,24,35,59,1,150,10790,BRASÍLIA DF
1333,03/11/2011,25,26,28,33,42,51,0,54,3893,
1334,05/11/2011,1,6,8,10,25,27,0,392,16794,
1335,09/11/2011,3,14,20,22,49,51,1,94,7457,GOIÂNIA GO
1336,12/11/2011,1,32,38,47,51,54,1,38,3539,BARBALHA CE
1337,16/11/2011,2,20,35,38,45,51,0,30,2680,
1338,19/11/2011,1,18,19,33,43,60,1,102,6329,SALVADOR BA
1339,23/11/2011,7,10,14,16,54,59,0,58,5087,
1340,26/11/2011,13,21,30,36,59,60,0,71,6148,
1341,30/11/2011,1,11,20,37,40,52,0,90,6566,
1342,03/12/2011,5,7,42,46,50,60,0,102,8092,
1343,07/12/2011,19,20,31,42,51,56,0,58,6113,
1344,10/12/2011,8,19,21,36,42,59,3,236,13393,ESTÂNCIA VELHA RS   FLORIANÓPOLIS SC   TAUBATÉ SP
1345,14/12/2011,7,17,19,26,40,50,0,74,6043,
1346,17/12/2011,12,32,40,47,48,59,1,57,5205,CURITIBA PR
1347,20/12/2011,9,19,45,46,54,56,0,38,2940,
1348,22/12/2011,7,12,38,39,45,56,0,89,5009,
1349,24/12/2011,9,19,20,50,51,60,1,168,7012,JUIZ DE FORA MG
1350,31/12/2011,3,4,29,36,45,55,5,954,85582,RUSSAS CE   BRASÍLIA DF   CARMO DO CAJURU MG   BELÉM PA   MAUÁ SP
1351,04/01/2012,13,33,36,41,50,56,0,34,3264,
1352,07/01/2012,9,18,24,35,36,59,0,75,6632,
1353,11/01/2012,3,11,13,27,32,47,1,161,10308,SÃO LEOPOLDO RS
1354,14/01/2012,2,8,38,42,48,49,1,71,4842,INDAIAL SC
1355,18/01/2012,11,17,24,39,46,49,0,133,6490,
1356,21/01/2012,6,13,21,22,31,46,0,90,7070,
1357,25/01/2012,1,19,24,26,52,55,0,116,6940,
1358,28/01/2012,3,15,16,35,37,47,0,145,10440,
1359,01/02/2012,6,10,12,17,28,53,0,254,13663,
